가게이름,카테고리,전체평점,평점건수,리뷰수,영업상태,영업시간,주소,지번,,연락처,홈페이지,리뷰작성자,작성자리뷰작성수,작성자평균평점,팔로워,리뷰평점,리뷰작성일,리뷰내용,리뷰이미지,
영종식당,한식,4.7,"3
개",,영업 전,영업 전11:00 오픈월(11/3)11:00 ~ 20:00화(11/4)11:00 ~ 20:00수(11/5)11:00 ~ 20:00목(11/6)11:00 ~ 20:00금(11/7)11:00 ~ 20:00토(11/8)휴무일일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 63-1 (우)22207,용현동 198-36,,,"웹사이트를 알려주세요
수정제안","
위라",7,5,0,5,2023.10.01.,가성비 좋은 백반집 ,,https://place.map.kakao.com/21374340#review
영종식당,한식,4.7,"3
개",,영업 전,영업 전11:00 오픈월(11/3)11:00 ~ 20:00화(11/4)11:00 ~ 20:00수(11/5)11:00 ~ 20:00목(11/6)11:00 ~ 20:00금(11/7)11:00 ~ 20:00토(11/8)휴무일일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 63-1 (우)22207,용현동 198-36,,,"웹사이트를 알려주세요
수정제안","
허동진",1,4,0,4,2023.06.22.,고등어조림 / 제육 가성비 좋고 전류도 나쁘지 않음 ,,https://place.map.kakao.com/21374340#review
불아더숯불바베큐치킨 인천용현점,치킨,1,"3
개",,영업 전,영업 전10:05 오픈월(11/3)10:05 ~ 07:50화(11/4)10:05 ~ 07:50수(11/5)10:05 ~ 07:50목(11/6)10:05 ~ 07:50금(11/7)10:05 ~ 07:50토(11/8)11:00 ~ 07:50일(11/9)11:00 ~ 07:50요기요 제공수정제안,인천 미추홀구 인하로 인하대점147번길 28 1층 (우)22209,용현동 15-7,,328758089,"웹사이트를 알려주세요
수정제안","
바람난맨",3,2,0,1,2025.10.19.,"쿠팡잇츠 보고 시켰습니다.
시중에파는 냉장 훈제 닭 맛과 소스를 버무린 맛 입니다.
 ",https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F3dccd37fa2e30bf9e17fc92c648ccb7b57b66da4%3Foriginal,https://place.map.kakao.com/1273948592#review
불아더숯불바베큐치킨 인천용현점,치킨,1,"3
개",,영업 전,영업 전10:05 오픈월(11/3)10:05 ~ 07:50화(11/4)10:05 ~ 07:50수(11/5)10:05 ~ 07:50목(11/6)10:05 ~ 07:50금(11/7)10:05 ~ 07:50토(11/8)11:00 ~ 07:50일(11/9)11:00 ~ 07:50요기요 제공수정제안,인천 미추홀구 인하로 인하대점147번길 28 1층 (우)22209,용현동 15-7,,328758089,"웹사이트를 알려주세요
수정제안","
목하기호",2,1,0,1,2025.09.10.,진짜 오랜만이다 이 싸구려 양념소스맛..추억에 젖게 해줘서 고마워요 ,,https://place.map.kakao.com/1273948592#review
불아더숯불바베큐치킨 인천용현점,치킨,1,"3
개",,영업 전,영업 전10:05 오픈월(11/3)10:05 ~ 07:50화(11/4)10:05 ~ 07:50수(11/5)10:05 ~ 07:50목(11/6)10:05 ~ 07:50금(11/7)10:05 ~ 07:50토(11/8)11:00 ~ 07:50일(11/9)11:00 ~ 07:50요기요 제공수정제안,인천 미추홀구 인하로 인하대점147번길 28 1층 (우)22209,용현동 15-7,,328758089,"웹사이트를 알려주세요
수정제안","
sji223",87,3.1,5,1,2023.11.30.,"배민리뷰 믿지마세요. 별점 관리하는 곳입니다.. 5점 아니면 다 신고하는곳, 애초에 고객의 말을 들을 생각이 없는곳. 맛도 그냥 훈제닭가슴살 맛, 양념은 시판 양념맛. 리뷰 믿지마세요 ",,https://place.map.kakao.com/1273948592#review
하얀 감자탕,감자탕,3.8,"8
개",,영업 전,영업 전11:00 오픈월(11/3)11:00 ~ 22:00화(11/4)11:00 ~ 22:00수(11/5)11:00 ~ 22:00목(11/6)11:00 ~ 22:00금(11/7)11:00 ~ 22:00토(11/8)11:00 ~ 22:00일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 101 (우)22207,용현동 187-19,,328832225,"웹사이트를 알려주세요
수정제안","
오성빈",3,2.3,0,2,2025.10.19.,"간이 거의 평생 소금 안 먹고 산 사람들을 위한 맛?

우거지 해장... 더보기",,https://place.map.kakao.com/1035550800#review
하얀 감자탕,감자탕,3.8,"8
개",,영업 전,영업 전11:00 오픈월(11/3)11:00 ~ 22:00화(11/4)11:00 ~ 22:00수(11/5)11:00 ~ 22:00목(11/6)11:00 ~ 22:00금(11/7)11:00 ~ 22:00토(11/8)11:00 ~ 22:00일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 101 (우)22207,용현동 187-19,,328832225,"웹사이트를 알려주세요
수정제안","
유정??",3,3.7,1,5,2025.08.05.,"여기는 진짜 진짜 맛집임
사장님이 홍보를 덜하셔서 그렇지 진짜 맛있고 
재료도 좋은거 쓰시는거 느껴지고, 가격도 저렴함 ㅋㅋㅋ ",,https://place.map.kakao.com/1035550800#review
하얀 감자탕,감자탕,3.8,"8
개",,영업 전,영업 전11:00 오픈월(11/3)11:00 ~ 22:00화(11/4)11:00 ~ 22:00수(11/5)11:00 ~ 22:00목(11/6)11:00 ~ 22:00금(11/7)11:00 ~ 22:00토(11/8)11:00 ~ 22:00일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 101 (우)22207,용현동 187-19,,328832225,"웹사이트를 알려주세요
수정제안","
현석",2,3,0,5,2025.05.03.,우마이데쓰요 ,,https://place.map.kakao.com/1035550800#review
하얀 감자탕,감자탕,3.8,"8
개",,영업 전,영업 전11:00 오픈월(11/3)11:00 ~ 22:00화(11/4)11:00 ~ 22:00수(11/5)11:00 ~ 22:00목(11/6)11:00 ~ 22:00금(11/7)11:00 ~ 22:00토(11/8)11:00 ~ 22:00일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 101 (우)22207,용현동 187-19,,328832225,"웹사이트를 알려주세요
수정제안","
정규서",7,5,0,5,2025.04.26.,고기 양도 많이 주시고 맛있음 ,,https://place.map.kakao.com/1035550800#review
하얀 감자탕,감자탕,3.8,"8
개",,영업 전,영업 전11:00 오픈월(11/3)11:00 ~ 22:00화(11/4)11:00 ~ 22:00수(11/5)11:00 ~ 22:00목(11/6)11:00 ~ 22:00금(11/7)11:00 ~ 22:00토(11/8)11:00 ~ 22:00일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 101 (우)22207,용현동 187-19,,328832225,"웹사이트를 알려주세요
수정제안","
정픽",608,4.2,33,5,2024.10.28.,맛있는데~~ ,,https://place.map.kakao.com/1035550800#review
하얀 감자탕,감자탕,3.8,"8
개",,영업 전,영업 전11:00 오픈월(11/3)11:00 ~ 22:00화(11/4)11:00 ~ 22:00수(11/5)11:00 ~ 22:00목(11/6)11:00 ~ 22:00금(11/7)11:00 ~ 22:00토(11/8)11:00 ~ 22:00일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 101 (우)22207,용현동 187-19,,328832225,"웹사이트를 알려주세요
수정제안","
Choi",2,5,0,5,2024.10.03.,"자극적이고 짠 국밥에 익숙하신 분들은 안 맞을 수도 있을 것 같긴 한데, 저는 담백하니 맛있어서 매번 잘 먹고 옵니다.
뭔가... 건강 생각해서 ... 더보기",,https://place.map.kakao.com/1035550800#review
하얀 감자탕,감자탕,3.8,"8
개",,영업 전,영업 전11:00 오픈월(11/3)11:00 ~ 22:00화(11/4)11:00 ~ 22:00수(11/5)11:00 ~ 22:00목(11/6)11:00 ~ 22:00금(11/7)11:00 ~ 22:00토(11/8)11:00 ~ 22:00일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 101 (우)22207,용현동 187-19,,328832225,"웹사이트를 알려주세요
수정제안","
라도스메가쿠",4,2,0,1,2024.06.14.,"우거지 해장국 시켰는데 우거지 맛이 이상하다. 분명 짭짤하면서 감칠맛이 나야 하는데 시큼한 맛이 난다.
국물이 너무 싱겁고 고기에 간이 ... 더보기",,https://place.map.kakao.com/1035550800#review
하얀 감자탕,감자탕,3.8,"8
개",,영업 전,영업 전11:00 오픈월(11/3)11:00 ~ 22:00화(11/4)11:00 ~ 22:00수(11/5)11:00 ~ 22:00목(11/6)11:00 ~ 22:00금(11/7)11:00 ~ 22:00토(11/8)11:00 ~ 22:00일(11/9)휴무일수정제안,인천 미추홀구 인하로 인하대점 101 (우)22207,용현동 187-19,,328832225,"웹사이트를 알려주세요
수정제안","
고메릴라(@gourmet_rilla)",82,3.8,8,2,2023.03.27.,ㅠ.. ,,https://place.map.kakao.com/1035550800#review
87닭강정 인하대점,닭강정,4,"3
개",,영업 전,영업 전12:00 오픈월(11/3)12:00 ~ 24:00화(11/4)12:00 ~ 24:00수(11/5)12:00 ~ 24:00목(11/6)12:00 ~ 24:00금(11/7)12:00 ~ 24:00토(11/8)12:00 ~ 24:00일(11/9)휴무일수정제안,인천 미추홀구 인주대로224번길 26 1층 (우)22207,용현동 177-1,,328738544,"http://www.87dak.com/
수정제안","
레코",63,4.2,3,5,2023.02.24.,"가성비좋고 맛있는 그런 닭강정집입니다
닭강정 먹고 싶은 생각이 들면 여기서 사와서 먹을 거 같아요 ",,https://place.map.kakao.com/1309132211#review
87닭강정 인하대점,닭강정,4,"3
개",,영업 전,영업 전12:00 오픈월(11/3)12:00 ~ 24:00화(11/4)12:00 ~ 24:00수(11/5)12:00 ~ 24:00목(11/6)12:00 ~ 24:00금(11/7)12:00 ~ 24:00토(11/8)12:00 ~ 24:00일(11/9)휴무일수정제안,인천 미추홀구 인주대로224번길 26 1층 (우)22207,용현동 177-1,,328738544,"http://www.87dak.com/
수정제안","
Jack",1,5,0,5,2020.11.16.,맛있음. 밤에 출출할때 야식으로 먹기 좋음. 가격도 쌈. ,,https://place.map.kakao.com/1309132211#review
핸즈업,"호프,요리주점",4.8,"12
개",,영업 전,영업 전18:00 오픈월(11/3)18:00 ~ 04:00화(11/4)18:00 ~ 04:00수(11/5)18:00 ~ 04:00목(11/6)18:00 ~ 04:00금(11/7)18:00 ~ 04:00토(11/8)18:00 ~ 04:00일(11/9)18:00 ~ 04:00수정제안,인천 미추홀구 경인남길30번길 45-2 지하 1층 (우)22207,용현동 194-19,,,"웹사이트를 알려주세요
수정제안","
평가원",487,4.2,35,5,2025.09.02.,"좋았어요! 칵테일 종류 개많음. 외부 음식 반입도 가능하고, 다트 던지고 있는 커플도 있고, 노래도 빠방하고… 매우 자유로운 공간임 ",https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Febcc699cdc3f145e4ef9a4b52f01ea4f4807688f%3Foriginal,https://place.map.kakao.com/18842582#review
핸즈업,"호프,요리주점",4.8,"12
개",,영업 전,영업 전18:00 오픈월(11/3)18:00 ~ 04:00화(11/4)18:00 ~ 04:00수(11/5)18:00 ~ 04:00목(11/6)18:00 ~ 04:00금(11/7)18:00 ~ 04:00토(11/8)18:00 ~ 04:00일(11/9)18:00 ~ 04:00수정제안,인천 미추홀구 경인남길30번길 45-2 지하 1층 (우)22207,용현동 194-19,,,"웹사이트를 알려주세요
수정제안","
정진우",13,5,0,5,2025.07.23.,,,https://place.map.kakao.com/18842582#review
핸즈업,"호프,요리주점",4.8,"12
개",,영업 전,영업 전18:00 오픈월(11/3)18:00 ~ 04:00화(11/4)18:00 ~ 04:00수(11/5)18:00 ~ 04:00목(11/6)18:00 ~ 04:00금(11/7)18:00 ~ 04:00토(11/8)18:00 ~ 04:00일(11/9)18:00 ~ 04:00수정제안,인천 미추홀구 경인남길30번길 45-2 지하 1층 (우)22207,용현동 194-19,,,"웹사이트를 알려주세요
수정제안","
류재형",180,3.2,7,4,2025.06.02.,,,https://place.map.kakao.com/18842582#review
핸즈업,"호프,요리주점",4.8,"12
개",,영업 전,영업 전18:00 오픈월(11/3)18:00 ~ 04:00화(11/4)18:00 ~ 04:00수(11/5)18:00 ~ 04:00목(11/6)18:00 ~ 04:00금(11/7)18:00 ~ 04:00토(11/8)18:00 ~ 04:00일(11/9)18:00 ~ 04:00수정제안,인천 미추홀구 경인남길30번길 45-2 지하 1층 (우)22207,용현동 194-19,,,"웹사이트를 알려주세요
수정제안","
MLT",26,4.3,1,5,2024.02.01.,맛좋고 가성비 좋음 다만 지하라 그런지 오래있으면 목이 칼칼함 ,,https://place.map.kakao.com/18842582#review
핸즈업,"호프,요리주점",4.8,"12
개",,영업 전,영업 전18:00 오픈월(11/3)18:00 ~ 04:00화(11/4)18:00 ~ 04:00수(11/5)18:00 ~ 04:00목(11/6)18:00 ~ 04:00금(11/7)18:00 ~ 04:00토(11/8)18:00 ~ 04:00일(11/9)18:00 ~ 04:00수정제안,인천 미추홀구 경인남길30번길 45-2 지하 1층 (우)22207,용현동 194-19,,,"웹사이트를 알려주세요
수정제안","
고니",16,3.5,1,5,2024.01.29.,저렴하고 맛있는 펍 ,,https://place.map.kakao.com/18842582#review
핸즈업,"호프,요리주점",4.8,"12
개",,영업 전,영업 전18:00 오픈월(11/3)18:00 ~ 04:00화(11/4)18:00 ~ 04:00수(11/5)18:00 ~ 04:00목(11/6)18:00 ~ 04:00금(11/7)18:00 ~ 04:00토(11/8)18:00 ~ 04:00일(11/9)18:00 ~ 04:00수정제안,인천 미추홀구 경인남길30번길 45-2 지하 1층 (우)22207,용현동 194-19,,,"웹사이트를 알려주세요
수정제안","
임정윤",4,5,0,5,2023.06.08.,최고 ,,https://place.map.kakao.com/18842582#review
핸즈업,"호프,요리주점",4.8,"12
개",,영업 전,영업 전18:00 오픈월(11/3)18:00 ~ 04:00화(11/4)18:00 ~ 04:00수(11/5)18:00 ~ 04:00목(11/6)18:00 ~ 04:00금(11/7)18:00 ~ 04:00토(11/8)18:00 ~ 04:00일(11/9)18:00 ~ 04:00수정제안,인천 미추홀구 경인남길30번길 45-2 지하 1층 (우)22207,용현동 194-19,,,"웹사이트를 알려주세요
수정제안","
느낌 가는 대로",71,4.8,3,5,2023.04.28.,"사장님도 친절하시고 분위기도 좋아요. 칵테일, 맥주, 샷 등 여러 주종 팔고, 가격대가 거의 4000-8000원이라 가성비 너무 좋아요.
기본 안주는 와사비 프레첼, 엠앤엠즈 초콜릿, ... 더보기",https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff660f6497cd4501b8e79a13a9d6464636dbe8287%3Foriginal,https://place.map.kakao.com/18842582#review
핸즈업,"호프,요리주점",4.8,"12
개",,영업 전,영업 전18:00 오픈월(11/3)18:00 ~ 04:00화(11/4)18:00 ~ 04:00수(11/5)18:00 ~ 04:00목(11/6)18:00 ~ 04:00금(11/7)18:00 ~ 04:00토(11/8)18:00 ~ 04:00일(11/9)18:00 ~ 04:00수정제안,인천 미추홀구 경인남길30번길 45-2 지하 1층 (우)22207,용현동 194-19,,,"웹사이트를 알려주세요
수정제안","
최현서",14,4.9,0,5,2022.06.10.,,,https://place.map.kakao.com/18842582#review
핸즈업,"호프,요리주점",4.8,"12
개",,영업 전,영업 전18:00 오픈월(11/3)18:00 ~ 04:00화(11/4)18:00 ~ 04:00수(11/5)18:00 ~ 04:00목(11/6)18:00 ~ 04:00금(11/7)18:00 ~ 04:00토(11/8)18:00 ~ 04:00일(11/9)18:00 ~ 04:00수정제안,인천 미추홀구 경인남길30번길 45-2 지하 1층 (우)22207,용현동 194-19,,,"웹사이트를 알려주세요
수정제안","
쩝쩝박사",42,4.4,4,5,2022.04.05.,인하대에서 느끼는 홍대감성 ,,https://place.map.kakao.com/18842582#review
핸즈업,"호프,요리주점",4.8,"12
개",,영업 전,영업 전18:00 오픈월(11/3)18:00 ~ 04:00화(11/4)18:00 ~ 04:00수(11/5)18:00 ~ 04:00목(11/6)18:00 ~ 04:00금(11/7)18:00 ~ 04:00토(11/8)18:00 ~ 04:00일(11/9)18:00 ~ 04:00수정제안,인천 미추홀구 경인남길30번길 45-2 지하 1층 (우)22207,용현동 194-19,,,"웹사이트를 알려주세요
수정제안","
주디",18,3.9,4,4,2022.03.04.,,,https://place.map.kakao.com/18842582#review
핸즈업,"호프,요리주점",4.8,"12
개",,영업 전,영업 전18:00 오픈월(11/3)18:00 ~ 04:00화(11/4)18:00 ~ 04:00수(11/5)18:00 ~ 04:00목(11/6)18:00 ~ 04:00금(11/7)18:00 ~ 04:00토(11/8)18:00 ~ 04:00일(11/9)18:00 ~ 04:00수정제안,인천 미추홀구 경인남길30번길 45-2 지하 1층 (우)22207,용현동 194-19,,,"웹사이트를 알려주세요
수정제안","
A330",8,4.5,0,5,2022.01.20.,최고 ,,https://place.map.kakao.com/18842582#review
핸즈업,"호프,요리주점",4.8,"12
개",,영업 전,영업 전18:00 오픈월(11/3)18:00 ~ 04:00화(11/4)18:00 ~ 04:00수(11/5)18:00 ~ 04:00목(11/6)18:00 ~ 04:00금(11/7)18:00 ~ 04:00토(11/8)18:00 ~ 04:00일(11/9)18:00 ~ 04:00수정제안,인천 미추홀구 경인남길30번길 45-2 지하 1층 (우)22207,용현동 194-19,,,"웹사이트를 알려주세요
수정제안","
이동혁",2,5,0,5,2021.11.15.,,,https://place.map.kakao.com/18842582#review
스며듦 튀김수육,분식,5,"2
개",,영업 전,영업 전16:00 오픈월(11/3)16:00 ~ 01:0024:00 라스트오더화(11/4)16:00 ~ 01:0024:00 라스트오더수(11/5)16:00 ~ 01:0024:00 라스트오더목(11/6)16:00 ~ 01:0024:00 라스트오더금(11/7)16:00 ~ 01:0024:00 라스트오더토(11/8)16:00 ~ 01:0024:00 라스트오더일(11/9)16:00 ~ 01:0024:00 라스트오더수정제안,인천 미추홀구 인하로 인하대점47번길 66 (우)22207,용현동 195-23,,,"웹사이트를 알려주세요
수정제안","
ㆍ",7,4.6,1,5,2024.11.10.,"수육튀김 맛있어요^^
먹기전 사진 찍었어야는데, 먹어봐야 아니까 ㅋ ",https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F0a59a74cab57ac1852ab0cb2d2213163e3b6a6d1%3Foriginal,https://place.map.kakao.com/294237272#review
스며듦 튀김수육,분식,5,"2
개",,영업 전,영업 전16:00 오픈월(11/3)16:00 ~ 01:0024:00 라스트오더화(11/4)16:00 ~ 01:0024:00 라스트오더수(11/5)16:00 ~ 01:0024:00 라스트오더목(11/6)16:00 ~ 01:0024:00 라스트오더금(11/7)16:00 ~ 01:0024:00 라스트오더토(11/8)16:00 ~ 01:0024:00 라스트오더일(11/9)16:00 ~ 01:0024:00 라스트오더수정제안,인천 미추홀구 인하로 인하대점47번길 66 (우)22207,용현동 195-23,,,"웹사이트를 알려주세요
수정제안","
..",1,5,0,5,2024.02.28.,수육튀김 먹고싶어서 찾다가 방문 하게 되었습니다~! 비계랑 살코기가 적당하면서 육즙도 쫙 나오는게 완전 맛집입니덯ㅎㅎ????  ,https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F0369e64d041c6fb3c79e1e5b3153ff38e588d093%3Foriginal,https://place.map.kakao.com/294237272#review
오썸,한식,,,,,,인천 미추홀구 인하로 인하대점77번길 21 3층 (우)22207,용현동 194-30,,,"웹사이트를 알려주세요
수정제안",,,,,,,,,
종로빈대떡 인하대점,한식,5,"2
개",,,,인천 미추홀구 인하로 인하대점47번길 66 (우)22207,용현동 195-23,,,"웹사이트를 알려주세요
수정제안","
가성비대학생",98,3.6,4,5,2024.11.16.,무조건 파전류로 돌진~~~! ,,https://place.map.kakao.com/9446092#review
종로빈대떡 인하대점,한식,5,"2
개",,,,인천 미추홀구 인하로 인하대점47번길 66 (우)22207,용현동 195-23,,,"웹사이트를 알려주세요
수정제안","
사슴벌레",541,4.6,32,5,2023.12.17.,"언제나 그 모습, 그 맛 그대로이다. ",https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fca20a30e03d5ab7cd3fd2796765e467f7a249ac9%3Foriginal,https://place.map.kakao.com/9446092#review
소주집,실내포장마차,3,"1
개",,영업 전,영업 전17:00 오픈월(11/3)17:00 ~ 05:0004:00 라스트오더화(11/4)17:00 ~ 05:0004:00 라스트오더수(11/5)17:00 ~ 05:0004:00 라스트오더목(11/6)17:00 ~ 05:0004:00 라스트오더금(11/7)17:00 ~ 05:0004:00 라스트오더토(11/8)17:00 ~ 05:0004:00 라스트오더일(11/9)17:00 ~ 05:0004:00 라스트오더수정제안,인천 미추홀구 인하로 인하대점77번길 26 (우)22207,용현동 181-17,,328720419,"웹사이트를 알려주세요
수정제안","
류재형",180,3.2,7,3,2025.06.02.,,,https://place.map.kakao.com/1410419991#review
맥반석 짝태와노가리,"호프,요리주점",3,"2
개",,,,인천 미추홀구 인하로 인하대점77번길 34 2층 (우)22207,용현동 181-7,,,"웹사이트를 알려주세요
수정제안","
퉁그리",391,3.9,36,3,2023.04.22.,간장계란밥도 맛있구 먹태 맛있고 안주들 딴것도 맛있어요 ,,https://place.map.kakao.com/27480615#review
맥반석 짝태와노가리,"호프,요리주점",3,"2
개",,,,인천 미추홀구 인하로 인하대점77번길 34 2층 (우)22207,용현동 181-7,,,"웹사이트를 알려주세요
수정제안","
태관",24,3.4,0,3,2018.10.24.,문어다리 드세요 맥주 술술 넘어감 ,,https://place.map.kakao.com/27480615#review
혼밥대표JMT 용현점,한식,,,,영업 전,영업 전12:00 오픈월(11/3)12:00 ~ 22:00화(11/4)12:00 ~ 22:00수(11/5)12:00 ~ 22:00목(11/6)12:00 ~ 22:00금(11/7)12:00 ~ 22:00토(11/8)12:00 ~ 22:00일(11/9)12:00 ~ 22:00요기요 제공수정제안,인천 미추홀구 인주대로224번길 26 (우)22207,용현동 177-1,,,"웹사이트를 알려주세요
수정제안",,,,,,,,,
수꼬치,일본식주점,4.7,"6
개",,,,인천 미추홀구 인하로 인하대점77번길 19 2층 (우)22207,용현동 194-20,,,"웹사이트를 알려주세요
수정제안","
ㅇㅇ",139,3.9,9,5,2024.08.01.,크림짬뽕 ,,https://place.map.kakao.com/27480498#review
수꼬치,일본식주점,4.7,"6
개",,,,인천 미추홀구 인하로 인하대점77번길 19 2층 (우)22207,용현동 194-20,,,"웹사이트를 알려주세요
수정제안","
3점평범4점맛있5점최고",518,3.8,199,4,2022.02.24.,꼬치 맛있어요 ,https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F8054a6354ac639ac477b7617e6b3e1157bd72303%3Foriginal,https://place.map.kakao.com/27480498#review
